"SUID","% Associated Genes","% Common Gene","%Genes Cluster #","All Associated Genes","Associated Genes Found","CEREBRAL_DOWNSTRAM_INFO","CEREBRAL_DOWNSTRAM_INFO_ALL","CEREBRAL_LOCALIZATION_INFO","CEREBRAL_LOCALIZATION_INFO_ALL","Cluster","Common Genes","ENSEMBL_GENE_ID","GOGroups","GOID","GOLevels","GOTerm","Group PValue","Group PValue Corrected with Bonferroni step down","name","Nr. Genes","Ontology Source","OverViewTerm","selected","shared name","Term PValue","Term PValue Corrected with Bonferroni step down","UniProtKB_AC","UNIQUE_ID"
"24251",,,,"","","","","1.Extracellular","1.Extracellular","","","ENSG00000107014","KEGG:04926","RLN2","","RLN2","","","6019",,"","ASSOCIATED_GENE","false","6019",,,"[P04090]","6019"
"24252",,,,"","","","","1.Extracellular","1.Extracellular","","","ENSG00000137745","KEGG:04926","MMP13","","MMP13","","","4322",,"","ASSOCIATED_GENE","false","4322",,,"[P45452, Q53H33]","4322"
"24253",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000087245","KEGG:05200","MMP2","","MMP2","","","4313",,"","ASSOCIATED_GENE","false","4313",,,"[A0A024R6R4, P08253]","4313"
"24254",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000196611","KEGG:05200","MMP1","","MMP1","","","4312",,"","ASSOCIATED_GENE","false","4312",,,"[B4DN15, P03956, Q53G95]","4312"
"24255",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 4.Nuclear Membrane, 5.Nucleus","","","ENSG00000136160","KEGG:05200","EDNRB","","EDNRB","","","1910",,"","ASSOCIATED_GENE","false","1910",,,"[A0A024R638, A0A024R645, P24530]","1910"
"24256","50.0",,,"[ACTA2, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, AKT1, AKT2, AKT3, ARRB1, ARRB2, ATF2, ATF4, ATF6B, COL1A1, COL1A2, COL3A1, COL4A1, COL4A2, COL4A3, COL4A4, COL4A5, COL4A6, CREB1, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, EDN1, EDNRB, EGFR, FOS, GNA15, GNAI1, GNAI2, GNAI3, GNAO1, GNAS, GNB1, GNB2, GNB3, GNB4, GNB5, GNG10, GNG11, GNG12, GNG13, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNGT1, GNGT2, GRB2, HRAS, INSL3, INSL5, JUN, KRAS, MAP2K1, MAP2K2, MAP2K4, MAP2K7, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MMP1, MMP13, MMP2, MMP9, NFKB1, NFKBIA, NOS1, NOS2, NOS3, NRAS, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PLCB1, PLCB2, PLCB3, PLCB4, PRKACA, PRKACB, PRKACG, PRKCA, PRKCZ, RAF1, RELA, RLN1, RLN2, RLN3, RXFP1, RXFP2, RXFP3, RXFP4, SHC1, SHC2, SHC3, SHC4, SMAD2, SMAD3, SOS1, SOS2, SRC, TGFB1, TGFBR1, TGFBR2, VEGFA, VEGFB, VEGFC, VEGFD]","[ADCY1, ADCY2, ADCY3, ADCY6, ADCY9, AKT3, ARRB1, ATF2, ATF6B, COL1A1, COL1A2, COL3A1, COL4A2, COL4A3, COL4A4, CREB1, CREB3L1, CREB3L2, CREB5, EDNRB, GNAI1, GNAO1, GNB4, GNB5, GNG12, GNG13, GNG2, GNG4, GNGT1, GNGT2, GRB2, HRAS, KRAS, MAP2K2, MAP2K7, MAPK10, MAPK12, MAPK8, MMP1, MMP13, MMP2, NOS1, NOS3, NRAS, PIK3CA, PIK3CB, PIK3R1, PIK3R2, PLCB1, PLCB2, PLCB4, PRKACB, PRKCA, PRKCZ, RAF1, RLN2, SHC2, SHC4, SMAD2, SMAD3, SOS1, SOS2, SRC, TGFBR2, VEGFC]","","","","","","","","[Group17]","KEGG:04926","[-1]","Relaxin signaling pathway","{Group17=6.126884245680504E-10}","{Group17=1.0415703217656857E-8}","Relaxin%20signaling%20pathway","65","KEGG_04.09.2018","FALSE","false","Relaxin%20signaling%20pathway","2.4332720073580817E-5","0.006156178178615947","","KEGG:04926"
"24257",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000136111","KEGG:04919","TBC1D4","","TBC1D4","","","9882",,"","ASSOCIATED_GENE","false","9882",,,"[O60343]","9882"
"24258",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000008838","KEGG:04919","MED24","","MED24","","","9862",,"","ASSOCIATED_GENE","false","9862",,,"[F5GY88, O75448]","9862"
"24259",,,,"","","Transcription Factor Complex","Transcription Factor Complex","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000160563","KEGG:04919","MED27","","MED27","","","9442",,"","ASSOCIATED_GENE","false","9442",,,"[A0A024R8B7, Q6P2C8]","9442"
"24260",,,,"","","Transcription Factor Complex","Transcription Factor Complex","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000042429","KEGG:04919","MED17","","MED17","","","9440",,"","ASSOCIATED_GENE","false","9440",,,"[Q9NVC6]","9440"
"24261",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 4.Nuclear Membrane, 5.Nucleus","","","ENSG00000115556","KEGG:04919","PLCD4","","PLCD4","","","84812",,"","ASSOCIATED_GENE","false","84812",,,"[C9JEA7, Q9BRC7]","84812"
"24262",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000151090","KEGG:04919","THRB","","THRB","","","7068",,"","ASSOCIATED_GENE","false","7068",,,"[F1D8N7, P10828]","7068"
"24263",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000126351","KEGG:04919","THRA","","THRA","","","7067",,"","ASSOCIATED_GENE","false","7067",,,"[P10827, Q6FH41]","7067"
"24264",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000115415","KEGG:05200","STAT1","","STAT1","","","6772",,"","ASSOCIATED_GENE","false","6772",,,"[P42224]","6772"
"24265",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000117394","KEGG:05211","SLC2A1","","SLC2A1","","","6513",,"","ASSOCIATED_GENE","false","6513",,,"[P11166, Q59GX2]","6513"
"24266",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000143171","KEGG:05200","RXRG","","RXRG","","","6258",,"","ASSOCIATED_GENE","false","6258",,,"[A0A087WZ88, F1D8Q7, F1T097, P48443]","6258"
"24267",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000187091","KEGG:04919","PLCD1","","PLCD1","","","5333",,"","ASSOCIATED_GENE","false","5333",,,"[A8K8F9, P51178]","5333"
"24268",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000067057","KEGG:04919","PFKP","","PFKP","","","5214",,"","ASSOCIATED_GENE","false","5214",,,"[Q01813]","5214"
"24269",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000174437","KEGG:05414","ATP2A2","","ATP2A2","","","488",,"","ASSOCIATED_GENE","false","488",,,"[A0A0S2Z3L2, P16615]","488"
"24270",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000137731","KEGG:04919","FXYD2","","FXYD2","","","486",,"","ASSOCIATED_GENE","false","486",,,"[P54710]","486"
"24271",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000074181","KEGG:05206","NOTCH3","","NOTCH3","","","4854",,"","ASSOCIATED_GENE","false","4854",,,"[Q9UM47]","4854"
"24272",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000134250","KEGG:05206","NOTCH2","","NOTCH2","","","4853",,"","ASSOCIATED_GENE","false","4853",,,"[Q04721, Q6IQ50, Q9UFD5]","4853"
"24273",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000148400","KEGG:05206","NOTCH1","","NOTCH1","","","4851",,"","ASSOCIATED_GENE","false","4851",,,"[P46531]","4851"
"24274",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000132681","KEGG:04919","ATP1A4","","ATP1A4","","","480",,"","ASSOCIATED_GENE","false","480",,,"[Q13733]","480"
"24275",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000197616","KEGG:05414","MYH6","","MYH6","","","4624",,"","ASSOCIATED_GENE","false","4624",,,"[P13533]","4624"
"24276",,,,"","","Transcription Factor Complex","Transcription Factor Complex","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000100644","KEGG:05211","HIF1A","","HIF1A","","","3091",,"","ASSOCIATED_GENE","false","3091",,,"[D0VY79, Q16665]","3091"
"24277",,,,"","","Transcription Factor Complex","Transcription Factor Complex","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000136146","KEGG:04919","MED4","","MED4","","","29079",,"","ASSOCIATED_GENE","false","29079",,,"[A0A024RDY7, Q9NPJ6]","29079"
"24278",,,,"","","Transcription Factor Complex","Transcription Factor Complex","1.Extracellular","1.Extracellular, 3.Intra Cellular, 5.Nucleus","","","ENSG00000108773","KEGG:04919","KAT2A","","KAT2A","","","2648",,"","ASSOCIATED_GENE","false","2648",,,"[Q92830]","2648"
"24279",,,,"","","Transcription Factor Complex","Transcription Factor Complex","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000136574","KEGG:04919","GATA4","","GATA4","","","2626",,"","ASSOCIATED_GENE","false","2626",,,"[B3KUF4, B6DU75, P43694]","2626"
"24280",,,,"","","Transcription Factor Complex","Transcription Factor Complex","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000169375","KEGG:04919","SIN3A","","SIN3A","","","25942",,"","ASSOCIATED_GENE","false","25942",,,"[Q96ST3]","25942"
"24281",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000091831","KEGG:05200","ESR1","","ESR1","","","2099",,"","ASSOCIATED_GENE","false","2099",,,"[A0A125SXW3, A8KAF4, G4XH65, H0Y4W6, P03372, Q9UBT1]","2099"
"24282",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000159200","KEGG:04919","RCAN1","","RCAN1","","","1827",,"","ASSOCIATED_GENE","false","1827",,,"[B7Z1F0, E9PDJ2, P53805, Q6FGP2, Q6ZMM3, V9GYW9]","1827"
"24283",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000112394","KEGG:04919","SLC16A10","","SLC16A10","","","117247",,"","ASSOCIATED_GENE","false","117247",,,"[Q8TF71]","117247"
"24284",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000144893","KEGG:04919","MED12L","","MED12L","","","116931",,"","ASSOCIATED_GENE","false","116931",,,"[B3KXY0, Q86YW9]","116931"
"24285","49.13793182373047",,,"[ACTB, ACTG1, AKT1, AKT2, AKT3, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, ATP1B4, ATP2A2, BAD, BMP4, CASP9, CCND1, CREBBP, CTNNB1, DIO1, DIO2, DIO3, EP300, ESR1, FOXO1, FXYD2, GATA4, GSK3B, HDAC1, HDAC2, HDAC3, HIF1A, HRAS, ITGAV, ITGB3, KAT2A, KAT2B, KRAS, MAP2K1, MAP2K2, MAPK1, MAPK3, MDM2, MED1, MED12, MED12L, MED13, MED13L, MED14, MED16, MED17, MED24, MED27, MED30, MED4, MTOR, MYC, MYH6, NCOA1, NCOA2, NCOA3, NCOR1, NOTCH1, NOTCH2, NOTCH3, NOTCH4, NRAS, PDPK1, PFKFB2, PFKP, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PLCB1, PLCB2, PLCB3, PLCB4, PLCD1, PLCD3, PLCD4, PLCE1, PLCG1, PLCG2, PLCZ1, PLN, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, RAF1, RCAN1, RCAN2, RHEB, RXRA, RXRB, RXRG, SIN3A, SLC16A10, SLC16A2, SLC2A1, SLC9A1, SLCO1C1, SRC, STAT1, TBC1D4, THRA, THRB, TP53, TSC2, WNT4]","[ACTB, AKT3, ATP1A4, ATP2A2, BAD, CREBBP, EP300, ESR1, FXYD2, GATA4, GSK3B, HIF1A, HRAS, ITGAV, ITGB3, KAT2A, KRAS, MAP2K2, MDM2, MED12L, MED17, MED24, MED27, MED4, MYH6, NOTCH1, NOTCH2, NOTCH3, NRAS, PFKP, PIK3CA, PIK3CB, PIK3R1, PIK3R2, PLCB1, PLCB2, PLCB4, PLCD1, PLCD4, PLCE1, PLCG2, PRKACB, PRKCA, RAF1, RCAN1, RXRG, SIN3A, SLC16A10, SLC2A1, SLC9A1, SRC, STAT1, TBC1D4, THRA, THRB, TSC2, WNT4]","","","","","","","","[Group10]","KEGG:04919","[-1]","Thyroid hormone signaling pathway","{Group10=1.239645496096318E-4}","{Group10=2.479290992192636E-4}","Thyroid%20hormone%20signaling%20pathway","57","KEGG_04.09.2018","TRUE","false","Thyroid%20hormone%20signaling%20pathway","1.239645496096318E-4","0.03049527920396942","","KEGG:04919"
"24286",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000127084","KEGG:04810","FGD3","","FGD3","","","89846",,"","ASSOCIATED_GENE","false","89846",,,"[A0A024R252, A8K9G1, Q5JSP0]","89846"
"24287",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000107242","KEGG:04810","PIP5K1B","","PIP5K1B","","","8395",,"","ASSOCIATED_GENE","false","8395",,,"[O14986, Q7KYT6]","8395"
"24288",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000139734","KEGG:04810","DIAPH3","","DIAPH3","","","81624",,"","ASSOCIATED_GENE","false","81624",,,"[B4DPV3, Q9NSV4]","81624"
"24289",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000105357","KEGG:04810","MYH14","","MYH14","","","79784",,"","ASSOCIATED_GENE","false","79784",,,"[A1L2Z2, B3KWH4, Q7Z406]","79784"
"24290",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000090020","KEGG:04919","SLC9A1","","SLC9A1","","","6548",,"","ASSOCIATED_GENE","false","6548",,,"[B2RAH2, P19634]","6548"
"24291",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000137710","KEGG:05206","RDX","","RDX","","","5962",,"","ASSOCIATED_GENE","false","5962",,,"[B0YJ88, P35241, Q6PKD3]","5962"
"24292",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000150867","KEGG:04810","PIP4K2A","","PIP4K2A","","","5305",,"","ASSOCIATED_GENE","false","5305",,,"[P48426]","5305"
"24293",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000136002","KEGG:04810","ARHGEF4","","ARHGEF4","","","50649",,"","ASSOCIATED_GENE","false","50649",,,"[Q9NR80, Q9NTG0]","50649"
"24294",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000133026","KEGG:04810","MYH10","","MYH10","","","4628",,"","ASSOCIATED_GENE","false","4628",,,"[G1UI33, P35580]","4628"
"24295",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000100345","KEGG:04810","MYH9","","MYH9","","","4627",,"","ASSOCIATED_GENE","false","4627",,,"[A0A024R1N1, P35579]","4627"
"24296",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000123338","KEGG:04810","NCKAP1L","","NCKAP1L","","","3071",,"","ASSOCIATED_GENE","false","3071",,,"[P55160]","3071"
"24297",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000148180","KEGG:04810","GSN","","GSN","","","2934",,"","ASSOCIATED_GENE","false","2934",,,"[A0A0A0MS51, A0A0A0MT01, B7Z4U6, P06396]","2934"
"24298",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000055163","KEGG:04810","CYFIP2","","CYFIP2","","","26999",,"","ASSOCIATED_GENE","false","26999",,,"[B7Z8N7, E7EVJ5, Q96F07]","26999"
"24299",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000273167","KEGG:04810","SPATA13","","SPATA13","","","221178",,"","ASSOCIATED_GENE","false","221178",,,"[A0A024RDM6, B4DMC2, E9PFR9, Q96N96]","221178"
"24300",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000115020","KEGG:04810","PIKFYVE","","PIKFYVE","","","200576",,"","ASSOCIATED_GENE","false","200576",,,"[Q9Y2I7]","200576"
"24301",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000241685","KEGG:04810","ARPC1A","","ARPC1A","","","10552",,"","ASSOCIATED_GENE","false","10552",,,"[Q92747, V9HVZ6]","10552"
"24302",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000115266","KEGG:05206","APC2","","APC2","","","10297",,"","ASSOCIATED_GENE","false","10297",,,"[O95996]","10297"
"24303",,,,"","","Transcription Factor Complex","Transcription Factor Complex","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000163466","KEGG:04810","ARPC2","","ARPC2","","","10109",,"","ASSOCIATED_GENE","false","10109",,,"[A0A024R408, O15144, Q53R19]","10109"
"24304","45.0704231262207",,,"[ABI2, ACTB, ACTG1, ACTN1, ACTN4, APC, APC2, ARAF, ARHGAP35, ARHGEF1, ARHGEF12, ARHGEF4, ARHGEF6, ARHGEF7, ARPC1A, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5, ARPC5L, BAIAP2, BCAR1, BDKRB1, BDKRB2, BRAF, BRK1, BUB1B-PAK6, CDC42, CFL1, CFL2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CRK, CRKL, CXCL12, CXCR4, CYFIP1, CYFIP2, DIAPH1, DIAPH2, DIAPH3, DOCK1, EGF, EGFR, ENAH, EZR, F2, F2R, FGD1, FGD3, FGF1, FGF10, FGF16, FGF17, FGF18, FGF19, FGF2, FGF20, FGF21, FGF22, FGF23, FGF3, FGF4, FGF5, FGF6, FGF7, FGF8, FGF9, FGFR1, FGFR2, FGFR3, FGFR4, FN1, GIT1, GNA12, GNA13, GNG12, GSN, HRAS, INS, INSRR, IQGAP1, IQGAP2, IQGAP3, ITGA1, ITGA10, ITGA11, ITGA2, ITGA2B, ITGA3, ITGA4, ITGA5, ITGA6, ITGA7, ITGA8, ITGA9, ITGAD, ITGAE, ITGAL, ITGAM, ITGAV, ITGAX, ITGB1, ITGB2, ITGB3, ITGB4, ITGB5, ITGB6, ITGB7, ITGB8, KRAS, LIMK1, LIMK2, LPAR1, LPAR2, LPAR4, LPAR5, MAP2K1, MAP2K2, MAPK1, MAPK3, MOS, MRAS, MSN, MYH10, MYH14, MYH9, MYL10, MYL12A, MYL12B, MYL2, MYL5, MYL7, MYL9, MYLK, MYLK2, MYLK3, MYLK4, MYLPF, NCKAP1, NCKAP1L, NRAS, PAK1, PAK2, PAK3, PAK4, PAK5, PAK6, PDGFA, PDGFB, PDGFC, PDGFD, PDGFRA, PDGFRB, PFN1, PFN2, PFN3, PFN4, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIKFYVE, PIP4K2A, PIP4K2B, PIP4K2C, PIP5K1A, PIP5K1B, PIP5K1C, PPP1CA, PPP1CB, PPP1CC, PPP1R12A, PPP1R12B, PPP1R12C, PTK2, PXN, RAC1, RAC2, RAC3, RAF1, RDX, RHOA, ROCK1, ROCK2, RRAS, RRAS2, SCIN, SLC9A1, SOS1, SOS2, SPATA13, SRC, SSH1, SSH2, SSH3, TIAM1, TMSB4X, TMSB4Y, VAV1, VAV2, VAV3, VCL, WAS, WASF1, WASF2, WASL]","[ACTB, ACTN1, APC2, ARHGEF1, ARHGEF12, ARHGEF4, ARPC1A, ARPC2, BAIAP2, BCAR1, BRAF, CHRM3, CHRM5, CXCR4, CYFIP2, DIAPH1, DIAPH3, EGF, ENAH, FGD3, FGF1, FGF10, FGF2, FGF3, FGF4, FGF5, FGF6, FGF7, FGF9, FGFR1, FGFR2, FGFR3, FN1, GNG12, GSN, HRAS, IQGAP1, ITGA1, ITGA10, ITGA11, ITGA2, ITGA2B, ITGA6, ITGA7, ITGAL, ITGAV, ITGB1, ITGB2, ITGB3, ITGB5, KRAS, LPAR1, MAP2K2, MYH10, MYH14, MYH9, MYLK, MYLK3, NCKAP1L, NRAS, PAK1, PAK2, PAK4, PAK6, PDGFD, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3R1, PIK3R2, PIKFYVE, PIP4K2A, PIP5K1B, PIP5K1C, PPP1R12A, PPP1R12B, PXN, RAC1, RAC2, RAF1, RDX, SLC9A1, SOS1, SOS2, SPATA13, SRC, SSH1, SSH2, TIAM1, VAV1, VAV3, VCL, WASF1, WASF2, WASL]","","","","","","","","[Group09]","KEGG:04810","[-1]","Regulation of actin cytoskeleton","{Group09=7.1398378660624E-5}","{Group09=2.85593514642496E-4}","Regulation%20of%20actin%20cytoskeleton","96","KEGG_04.09.2018","TRUE","false","Regulation%20of%20actin%20cytoskeleton","7.1398378660624E-5","0.017849594665156","","KEGG:04810"
"24305",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000136928","KEGG:05032","GABBR2","","GABBR2","","","9568",,"","ASSOCIATED_GENE","false","9568",,,"[H9NIL8, O75899]","9568"
"24306",,,,"","","Transcription Factor Complex","Transcription Factor Complex","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000173805","KEGG:04727","HAP1","","HAP1","","","9001",,"","ASSOCIATED_GENE","false","9001",,,"[P54257]","9001"
"24307",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000132164","KEGG:04727","SLC6A11","","SLC6A11","","","6538",,"","ASSOCIATED_GENE","false","6538",,,"[P48066]","6538"
"24308",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000157103","KEGG:04727","SLC6A1","","SLC6A1","","","6529",,"","ASSOCIATED_GENE","false","6529",,,"[A0A024R2G0, A0A2R8Y4I3, B7Z3C5, P30531]","6529"
"24309",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000134294","KEGG:04727","SLC38A2","","SLC38A2","","","54407",,"","ASSOCIATED_GENE","false","54407",,,"[A0A024R0W3, Q8NHT5, Q96QD8]","54407"
"24310",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000073969","KEGG:04727","NSF","","NSF","","","4905",,"","ASSOCIATED_GENE","false","4905",,,"[P46459]","4905"
"24311",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000135821","KEGG:04727","GLUL","","GLUL","","","2752",,"","ASSOCIATED_GENE","false","2752",,,"[A8YXX4, P15104]","2752"
"24312",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000094755","KEGG:05032","GABRP","","GABRP","","","2568",,"","ASSOCIATED_GENE","false","2568",,,"[B4DTP4, E7EWG0, O00591]","2568"
"24313",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000182256","KEGG:05032","GABRG3","","GABRG3","","","2567",,"","ASSOCIATED_GENE","false","2567",,,"[Q99928]","2567"
"24314",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000163285","KEGG:05032","GABRG1","","GABRG1","","","2565",,"","ASSOCIATED_GENE","false","2565",,,"[Q8N1C3]","2565"
"24315",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000166206","KEGG:05032","GABRB3","","GABRB3","","","2562",,"","ASSOCIATED_GENE","false","2562",,,"[B2RCW8, P28472, X5DQY4]","2562"
"24316",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000145864","KEGG:05032","GABRB2","","GABRB2","","","2561",,"","ASSOCIATED_GENE","false","2561",,,"[P47870]","2561"
"24317",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000163288","KEGG:05032","GABRB1","","GABRB1","","","2560",,"","ASSOCIATED_GENE","false","2560",,,"[P18505, X5DNL6]","2560"
"24318",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000145863","KEGG:05032","GABRA6","","GABRA6","","","2559",,"","ASSOCIATED_GENE","false","2559",,,"[Q16445]","2559"
"24319",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000109158","KEGG:05032","GABRA4","","GABRA4","","","2557",,"","ASSOCIATED_GENE","false","2557",,,"[P48169, X5D7F5]","2557"
"24320",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000151834","KEGG:05032","GABRA2","","GABRA2","","","2555",,"","ASSOCIATED_GENE","false","2555",,,"[A0A024R9X6, E9PBQ7, P47869]","2555"
"24321",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000022355","KEGG:05032","GABRA1","","GABRA1","","","2554",,"","ASSOCIATED_GENE","false","2554",,,"[A8K177, P14867]","2554"
"24322",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000204681","KEGG:05032","GABBR1","","GABBR1","","","2550",,"","ASSOCIATED_GENE","false","2550",,,"[A0A1U9X7R0, Q59HG8, Q5SUJ9, Q8IW08, Q9UBS5]","2550"
"24323",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000139112","KEGG:04727","GABARAPL1","","GABARAPL1","","","23710",,"","ASSOCIATED_GENE","false","23710",,,"[A0A024RAP5, Q9H0R8]","23710"
"24324",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000183044","KEGG:04727","ABAT","","ABAT","","","18",,"","ASSOCIATED_GENE","false","18",,,"[P80404, X5D8S1]","18"
"24325",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000171723","KEGG:04727","GPHN","","GPHN","","","10243",,"","ASSOCIATED_GENE","false","10243",,,"[Q9NQX3]","10243"
